Lead Actuator Force ,Lead Actuator Displacment 
-7.91,0.43
-7.98,0.36
-8.05,0.30
-8.12,0.24
-8.20,0.17
-8.27,0.11
-8.35,0.05
-8.42,-0.02
-8.49,-0.08
-8.57,-0.14
-8.65,-0.21
-8.72,-0.27
-8.79,-0.33
-8.87,-0.39
-8.95,-0.46
-9.02,-0.52
-9.10,-0.59
-9.19,-0.65
-9.29,-0.71
-9.40,-0.77
-9.52,-0.84
-9.65,-0.90
-9.78,-0.96
-9.93,-1.03
-10.08,-1.09
-10.23,-1.15
-10.38,-1.22
-10.52,-1.28
-10.66,-1.34
-10.79,-1.41
-10.91,-1.47
-11.02,-1.53
-11.12,-1.59
-11.22,-1.66
-11.32,-1.72
-11.42,-1.78
-11.52,-1.85
-11.62,-1.91
-11.72,-1.97
-11.81,-2.04
-11.91,-2.10
-12.00,-2.16
-12.08,-2.22
-12.16,-2.29
-12.24,-2.35
-12.31,-2.41
-12.39,-2.48
-12.47,-2.54
-12.55,-2.60
-12.62,-2.67
-12.69,-2.73
-12.77,-2.79
-12.84,-2.86
-12.92,-2.92
-13.00,-2.98
-13.08,-3.05
-13.16,-3.11
-13.24,-3.17
-13.32,-3.24
-13.39,-3.30
-13.47,-3.36
-13.55,-3.42
-13.62,-3.49
-13.70,-3.55
-13.79,-3.61
-13.87,-3.68
-13.95,-3.74
-14.03,-3.80
-14.12,-3.86
-14.22,-3.93
-14.30,-3.99
-14.40,-4.05
-14.48,-4.12
-14.58,-4.18
-14.67,-4.24
-14.76,-4.31
-14.85,-4.37
-14.95,-4.43
-15.05,-4.49
-15.15,-4.56
-15.24,-4.62
-15.34,-4.68
-15.44,-4.75
-15.54,-4.81
-15.64,-4.87
-15.74,-4.94
-15.84,-5.00
-15.94,-5.06
-16.04,-5.12
-16.14,-5.19
-16.23,-5.25
-16.34,-5.31
-16.44,-5.38
-16.54,-5.44
-16.64,-5.50
-16.74,-5.56
-16.84,-5.63
-16.94,-5.69
-17.04,-5.75
-17.14,-5.82
-17.24,-5.88
-17.34,-5.94
-17.44,-6.01
-17.55,-6.07
-17.65,-6.14
-17.74,-6.20
-17.84,-6.26
-17.95,-6.32
-18.05,-6.39
-18.14,-6.45
-18.24,-6.51
-18.34,-6.58
-18.44,-6.64
-18.54,-6.70
-18.63,-6.76
-18.73,-6.83
-18.83,-6.89
-18.93,-6.95
-19.03,-7.02
-19.12,-7.08
-19.23,-7.14
-19.32,-7.21
-19.42,-7.27
-19.51,-7.33
-19.61,-7.39
-19.70,-7.46
-19.80,-7.52
-19.89,-7.58
-19.98,-7.65
-20.08,-7.71
-20.15,-7.77
-20.24,-7.84
-20.35,-7.90
-20.44,-7.96
-20.53,-8.02
-20.60,-8.09
-20.68,-8.15
-20.78,-8.21
-20.88,-8.28
-20.93,-8.34
-21.03,-8.40
-21.12,-8.47
-21.22,-8.53
-21.31,-8.59
-21.36,-8.66
-21.45,-8.72
-21.55,-8.78
-21.64,-8.84
-21.71,-8.91
-21.77,-8.97
-21.88,-9.03
-21.96,-9.09
-22.05,-9.16
-22.10,-9.22
-22.20,-9.29
-22.29,-9.35
-22.37,-9.41
-22.42,-9.48
-22.50,-9.54
-22.59,-9.60
-22.67,-9.67
-22.73,-9.73
-22.79,-9.80
-22.89,-9.85
-22.96,-9.92
-23.03,-9.98
-23.09,-10.04
-23.18,-10.10
-23.25,-10.17
-23.33,-10.23
-23.38,-10.29
-23.45,-10.36
-23.53,-10.42
-23.60,-10.49
-23.63,-10.55
-23.72,-10.61
-23.80,-10.68
-23.87,-10.73
-23.90,-10.80
-23.98,-10.86
-24.05,-10.92
-24.14,-10.98
-24.20,-11.05
-24.24,-11.11
-24.32,-11.18
-24.39,-11.24
-24.46,-11.30
-24.49,-11.37
-24.56,-11.43
-24.63,-11.49
-24.71,-11.56
-24.72,-11.62
-24.81,-11.68
-24.87,-11.74
-24.94,-11.81
-24.98,-11.87
-25.02,-11.93
-25.10,-12.00
-25.16,-12.06
-25.19,-12.12
-25.26,-12.18
-25.32,-12.25
-25.39,-12.31
-25.44,-12.37
-25.48,-12.44
-25.55,-12.50
-25.61,-12.57
-25.67,-12.63
-25.69,-12.69
-25.75,-12.75
-25.81,-12.81
-25.88,-12.88
-25.91,-12.95
-25.96,-13.01
-26.02,-13.07
-26.08,-13.13
-26.10,-13.19
-26.17,-13.26
-26.23,-13.32
-26.28,-13.38
-26.31,-13.45
-26.38,-13.51
-26.43,-13.57
-26.49,-13.64
-26.53,-13.70
-26.57,-13.76
-26.66,-13.83
-26.73,-13.89
-26.77,-13.95
-26.83,-14.01
-26.93,-14.08
-27.00,-14.14
-27.04,-14.20
-27.13,-14.26
-27.20,-14.33
-27.25,-14.39
-27.30,-14.45
-27.37,-14.52
-27.45,-14.58
-27.52,-14.64
-27.59,-14.71
-27.62,-14.77
-27.70,-14.84
-27.77,-14.90
-27.84,-14.96
-27.87,-15.02
-27.95,-15.08
-28.02,-15.15
-28.08,-15.21
-28.11,-15.28
-28.18,-15.34
-28.25,-15.40
-28.33,-15.47
-28.39,-15.53
-28.42,-15.59
-28.48,-15.65
-28.56,-15.72
-28.62,-15.78
-28.65,-15.84
-28.71,-15.90
-28.78,-15.97
-28.85,-16.03
-28.91,-16.09
-28.93,-16.16
-29.01,-16.22
-29.07,-16.28
-29.14,-16.34
-29.20,-16.41
-29.21,-16.47
-29.29,-16.53
-29.35,-16.60
-29.41,-16.66
-29.47,-16.72
-29.53,-16.79
-29.55,-16.85
-29.62,-16.91
-29.67,-16.97
-29.75,-17.04
-29.80,-17.10
-29.86,-17.17
-29.93,-17.23
-29.97,-17.29
-30.03,-17.35
-30.08,-17.42
-30.14,-17.48
-30.19,-17.54
-30.25,-17.61
-30.29,-17.67
-30.35,-17.73
-30.40,-17.79
-30.45,-17.86
-30.51,-17.92
-30.55,-17.99
-30.61,-18.05
-30.66,-18.11
-30.71,-18.17
-30.76,-18.24
-30.81,-18.30
-30.86,-18.36
-30.92,-18.43
-30.97,-18.49
-31.02,-18.55
-31.07,-18.61
-31.11,-18.68
-31.16,-18.74
-31.22,-18.81
-31.26,-18.87
-31.31,-18.93
-31.36,-18.99
-31.41,-19.05
-31.46,-19.12
-31.50,-19.18
-31.55,-19.24
-31.60,-19.31
-31.64,-19.37
-31.69,-19.44
-31.74,-19.50
-31.56,-19.52
-31.20,-19.49
-30.63,-19.43
-30.08,-19.35
-29.52,-19.29
-29.03,-19.22
-28.59,-19.15
-28.13,-19.09
-27.73,-19.02
-27.36,-18.95
-26.96,-18.89
-26.58,-18.83
-26.23,-18.77
-25.86,-18.71
-25.51,-18.64
-25.17,-18.58
-24.83,-18.51
-24.50,-18.45
-24.20,-18.39
-23.90,-18.32
-23.62,-18.26
-23.33,-18.19
-23.06,-18.13
-22.80,-18.07
-22.54,-18.00
-22.28,-17.94
-22.04,-17.87
-21.79,-17.81
-21.55,-17.75
-21.33,-17.69
-21.09,-17.62
-20.86,-17.56
-20.63,-17.50
-20.41,-17.43
-20.19,-17.37
-19.98,-17.31
-19.76,-17.24
-19.53,-17.18
-19.30,-17.12
-19.09,-17.05
-18.87,-16.99
-18.64,-16.93
-18.42,-16.86
-18.21,-16.80
-17.99,-16.73
-17.78,-16.67
-17.55,-16.61
-17.34,-16.55
-17.12,-16.48
-16.91,-16.42
-16.70,-16.35
-16.49,-16.29
-16.28,-16.23
-16.07,-16.17
-15.87,-16.10
-15.66,-16.04
-15.46,-15.97
-15.26,-15.91
-15.06,-15.85
-14.86,-15.79
-14.66,-15.72
-14.46,-15.66
-14.27,-15.60
-14.07,-15.53
-13.88,-15.47
-13.69,-15.40
-13.49,-15.34
-13.29,-15.28
-13.09,-15.21
-12.89,-15.15
-12.70,-15.09
-12.50,-15.03
-12.31,-14.96
-12.11,-14.90
-11.92,-14.84
-11.73,-14.77
-11.55,-14.71
-11.36,-14.65
-11.18,-14.58
-10.99,-14.52
-10.81,-14.46
-10.63,-14.39
-10.46,-14.33
-10.27,-14.27
-10.11,-14.20
-9.93,-14.14
-9.76,-14.08
-9.59,-14.01
-9.42,-13.95
-9.26,-13.89
-9.09,-13.82
-8.93,-13.76
-8.77,-13.70
-8.61,-13.63
-8.45,-13.57
-8.30,-13.51
-8.14,-13.44
-7.99,-13.38
-7.83,-13.32
-7.69,-13.25
-7.54,-13.19
-7.40,-13.13
-7.26,-13.06
-7.11,-13.00
-6.98,-12.94
-6.84,-12.87
-6.71,-12.81
-6.58,-12.74
-6.45,-12.69
-6.32,-12.62
-6.19,-12.56
-6.07,-12.49
-5.95,-12.43
-5.82,-12.37
-5.70,-12.30
-5.59,-12.24
-5.47,-12.18
-5.36,-12.11
-5.25,-12.05
-5.13,-11.99
-5.03,-11.92
-4.93,-11.86
-4.82,-11.80
-4.72,-11.73
-4.62,-11.67
-4.53,-11.60
-4.43,-11.54
-4.34,-11.48
-4.25,-11.42
-4.17,-11.35
-4.07,-11.29
-4.00,-11.23
-3.92,-11.17
-3.84,-11.10
-3.76,-11.04
-3.68,-10.98
-3.61,-10.91
-3.54,-10.85
-3.46,-10.78
-3.39,-10.72
-3.32,-10.66
-3.26,-10.60
-3.19,-10.53
-3.12,-10.47
-3.05,-10.40
-2.99,-10.34
-2.93,-10.28
-2.87,-10.22
-2.80,-10.15
-2.74,-10.09
-2.68,-10.03
-2.62,-9.96
-2.56,-9.90
-2.49,-9.84
-2.43,-9.78
-2.37,-9.71
-2.31,-9.65
-2.25,-9.58
-2.18,-9.52
-2.13,-9.46
-2.07,-9.39
-2.01,-9.33
-1.95,-9.27
-1.88,-9.20
-1.82,-9.14
-1.76,-9.08
-1.70,-9.02
-1.64,-8.95
-1.58,-8.89
-1.51,-8.83
-1.46,-8.76
-1.40,-8.70
-1.34,-8.64
-1.28,-8.57
-1.22,-8.51
-1.16,-8.45
-1.11,-8.38
-1.05,-8.32
-0.99,-8.26
-0.93,-8.20
-0.87,-8.13
-0.81,-8.07
-0.75,-8.01
-0.69,-7.94
-0.64,-7.88
-0.59,-7.82
-0.52,-7.76
-0.47,-7.69
-0.40,-7.63
-0.34,-7.57
-0.28,-7.50
-0.22,-7.44
-0.15,-7.37
-0.09,-7.31
-0.04,-7.25
0.02,-7.18
0.09,-7.12
0.15,-7.06
0.22,-6.99
0.28,-6.93
0.34,-6.87
0.42,-6.81
0.49,-6.74
0.54,-6.68
0.62,-6.62
0.68,-6.55
0.75,-6.49
0.82,-6.43
0.89,-6.36
0.95,-6.30
1.02,-6.24
1.09,-6.18
1.16,-6.11
1.24,-6.05
1.32,-5.99
1.39,-5.92
1.46,-5.86
1.54,-5.80
1.61,-5.73
1.69,-5.67
1.77,-5.61
1.85,-5.54
1.93,-5.48
2.00,-5.42
2.08,-5.35
2.16,-5.29
2.23,-5.23
2.31,-5.16
2.40,-5.10
2.48,-5.04
2.56,-4.97
2.64,-4.91
2.72,-4.85
2.80,-4.79
2.88,-4.72
2.96,-4.66
3.05,-4.60
3.13,-4.53
3.21,-4.47
3.30,-4.41
3.38,-4.34
3.46,-4.28
3.55,-4.22
3.64,-4.16
3.72,-4.09
3.81,-4.03
3.90,-3.97
3.99,-3.90
4.07,-3.84
4.16,-3.78
4.25,-3.71
4.33,-3.65
4.42,-3.58
4.50,-3.52
4.58,-3.46
4.67,-3.40
4.74,-3.33
4.83,-3.27
4.91,-3.21
4.99,-3.14
5.07,-3.08
5.15,-3.02
5.23,-2.96
5.31,-2.89
5.40,-2.83
5.48,-2.77
5.56,-2.70
5.64,-2.64
5.72,-2.58
5.81,-2.51
5.90,-2.45
5.97,-2.39
6.07,-2.32
6.15,-2.26
6.23,-2.20
6.31,-2.13
6.40,-2.07
6.48,-2.01
6.57,-1.94
6.65,-1.88
6.73,-1.82
6.81,-1.75
6.89,-1.69
6.97,-1.63
7.06,-1.56
7.13,-1.50
7.22,-1.44
7.29,-1.38
7.37,-1.31
7.45,-1.25
7.53,-1.18
7.61,-1.12
7.68,-1.06
7.76,-1.00
7.83,-0.93
7.91,-0.87
7.99,-0.81
8.06,-0.74
8.13,-0.68
8.21,-0.62
8.29,-0.56
8.36,-0.49
8.43,-0.43
8.50,-0.37
8.58,-0.31
8.65,-0.24
8.72,-0.18
8.80,-0.11
8.87,-0.05
8.89,0.01
8.87,0.03
8.90,0.04
9.02,0.09
9.15,0.17
9.23,0.25
9.33,0.33
9.44,0.42
9.53,0.51
9.65,0.60
9.74,0.68
9.82,0.76
9.94,0.85
10.02,0.93
10.12,1.01
10.22,1.09
10.30,1.18
10.40,1.26
10.51,1.34
10.61,1.43
10.72,1.51
10.83,1.60
10.92,1.68
11.04,1.76
11.16,1.84
11.26,1.93
11.37,2.01
11.47,2.10
11.58,2.18
11.69,2.27
11.80,2.35
11.89,2.43
12.00,2.51
12.10,2.60
12.20,2.68
12.31,2.76
12.41,2.84
12.51,2.93
12.61,3.02
12.72,3.10
12.82,3.18
12.92,3.26
13.02,3.35
13.12,3.43
13.22,3.51
13.32,3.60
13.42,3.68
13.51,3.76
13.61,3.85
13.70,3.93
13.80,4.02
13.89,4.10
13.98,4.18
14.07,4.27
14.17,4.35
14.26,4.43
14.35,4.52
14.44,4.60
14.52,4.69
14.61,4.77
14.70,4.85
14.78,4.93
14.87,5.02
14.95,5.10
15.04,5.18
15.13,5.27
15.21,5.35
15.29,5.43
15.38,5.52
15.46,5.60
15.55,5.68
15.64,5.77
15.71,5.85
15.80,5.93
15.89,6.02
15.97,6.10
16.05,6.18
16.13,6.27
16.22,6.35
16.29,6.44
16.38,6.52
16.45,6.61
16.53,6.69
16.61,6.77
16.69,6.86
16.77,6.94
16.84,7.02
16.92,7.10
16.99,7.19
17.07,7.27
17.15,7.36
17.23,7.44
17.30,7.52
17.38,7.61
17.46,7.69
17.54,7.77
17.62,7.86
17.70,7.94
17.78,8.02
17.86,8.11
17.94,8.19
18.02,8.27
18.10,8.36
18.17,8.44
18.25,8.52
18.34,8.61
18.42,8.69
18.51,8.77
18.59,8.86
18.67,8.94
18.76,9.02
18.85,9.11
18.93,9.19
19.02,9.27
19.11,9.35
19.19,9.44
19.28,9.52
19.38,9.61
19.46,9.69
19.55,9.78
19.63,9.86
19.73,9.94
19.81,10.03
19.90,10.11
19.99,10.19
20.10,10.27
20.20,10.36
20.30,10.45
20.41,10.53
20.52,10.61
20.64,10.69
20.74,10.78
20.85,10.86
20.96,10.94
21.07,11.03
21.18,11.11
21.30,11.19
21.41,11.28
21.52,11.36
21.63,11.45
21.73,11.52
21.84,11.61
21.96,11.69
22.07,11.78
22.17,11.86
22.28,11.94
22.40,12.03
22.52,12.11
22.61,12.20
22.69,12.28
22.82,12.36
22.93,12.45
22.98,12.53
23.11,12.61
23.23,12.70
23.35,12.78
23.42,12.86
23.53,12.95
23.66,13.03
23.75,13.11
23.82,13.20
23.93,13.28
24.04,13.36
24.13,13.45
24.18,13.53
24.33,13.61
24.43,13.69
24.50,13.78
24.61,13.86
24.72,13.95
24.77,14.03
24.89,14.11
25.00,14.20
25.12,14.28
25.17,14.37
25.28,14.45
25.40,14.53
25.44,14.62
25.54,14.70
25.65,14.78
25.66,14.87
25.76,14.95
25.88,15.03
25.96,15.11
25.99,15.20
26.09,15.28
26.19,15.36
26.21,15.45
26.30,15.53
26.40,15.61
26.43,15.70
26.51,15.78
26.61,15.86
26.64,15.95
26.71,16.03
26.82,16.11
26.87,16.20
26.91,16.28
27.01,16.37
27.09,16.45
27.13,16.53
27.18,16.62
27.28,16.70
27.35,16.79
27.40,16.87
27.48,16.95
27.55,17.03
27.60,17.12
27.67,17.20
27.74,17.28
27.78,17.37
27.85,17.45
27.92,17.53
27.98,17.62
28.04,17.70
28.10,17.78
28.16,17.87
28.21,17.95
28.28,18.03
28.34,18.12
28.39,18.20
28.45,18.28
28.51,18.37
28.56,18.45
28.62,18.53
28.68,18.61
28.73,18.70
28.78,18.78
28.85,18.87
28.90,18.95
28.95,19.03
29.01,19.12
29.06,19.20
29.11,19.28
29.16,19.37
29.22,19.45
29.26,19.54
29.31,19.62
29.36,19.70
29.41,19.79
29.46,19.87
29.51,19.95
29.56,20.04
29.60,20.12
29.65,20.20
29.70,20.29
29.75,20.37
29.79,20.45
29.84,20.54
29.88,20.62
29.93,20.70
29.97,20.79
30.02,20.87
30.06,20.95
30.10,21.04
30.15,21.12
30.19,21.20
30.24,21.29
30.27,21.37
30.32,21.45
30.36,21.54
30.40,21.62
30.45,21.71
30.49,21.78
30.53,21.87
30.57,21.95
30.61,22.04
30.65,22.12
30.69,22.20
30.72,22.29
30.77,22.37
30.81,22.45
30.84,22.54
30.88,22.62
30.92,22.70
30.96,22.79
31.00,22.87
31.04,22.96
31.07,23.04
31.10,23.12
31.14,23.20
31.18,23.29
31.22,23.37
31.25,23.45
31.29,23.54
31.33,23.62
31.36,23.70
31.40,23.78
31.43,23.87
31.46,23.95
31.50,24.04
31.53,24.12
31.56,24.20
31.60,24.29
31.63,24.37
31.66,24.45
31.70,24.54
31.73,24.62
31.76,24.71
31.79,24.79
31.82,24.87
31.86,24.95
31.89,25.04
31.92,25.12
31.95,25.21
31.99,25.29
32.01,25.37
32.05,25.46
32.08,25.54
32.11,25.62
32.14,25.70
32.17,25.79
32.21,25.87
32.24,25.95
32.27,26.04
32.30,26.12
32.33,26.21
32.36,26.29
32.38,26.37
32.41,26.46
32.44,26.54
32.47,26.63
32.49,26.71
32.52,26.79
32.55,26.87
32.58,26.96
32.60,27.04
32.63,27.12
32.66,27.21
32.69,27.29
32.71,27.37
32.74,27.45
32.77,27.54
32.80,27.62
32.82,27.71
32.85,27.79
32.88,27.87
32.90,27.96
32.93,28.04
32.96,28.12
32.99,28.20
33.02,28.29
33.05,28.38
33.08,28.45
33.10,28.54
33.13,28.62
33.16,28.70
33.18,28.79
33.21,28.87
33.25,28.96
33.27,29.04
33.30,29.12
33.33,29.21
33.36,29.29
33.38,29.38
33.42,29.46
33.42,29.54
33.46,29.62
33.50,29.71
33.53,29.79
33.55,29.87
33.59,29.96
33.60,30.04
33.65,30.13
33.67,30.21
33.70,30.29
33.72,30.38
33.76,30.46
33.78,30.54
33.81,30.63
33.84,30.71
33.86,30.79
33.90,30.88
33.93,30.96
33.95,31.04
33.99,31.13
34.01,31.21
34.05,31.29
34.08,31.38
34.10,31.46
34.13,31.54
34.17,31.62
34.19,31.71
34.22,31.79
34.26,31.87
34.28,31.96
34.31,32.04
34.33,32.13
34.36,32.21
34.39,32.29
34.42,32.37
34.45,32.46
34.48,32.54
34.52,32.63
34.54,32.71
34.58,32.79
34.60,32.88
34.64,32.96
34.67,33.04
34.70,33.12
34.73,33.21
34.77,33.29
34.80,33.37
34.83,33.46
34.87,33.54
34.90,33.62
34.93,33.71
34.95,33.79
34.99,33.88
35.03,33.96
35.06,34.05
35.09,34.13
35.12,34.21
35.15,34.30
35.18,34.38
35.21,34.46
35.24,34.54
35.27,34.63
35.30,34.71
35.34,34.79
35.37,34.88
35.40,34.96
35.42,35.04
35.45,35.13
35.49,35.21
35.52,35.29
35.56,35.38
35.59,35.46
35.62,35.54
35.66,35.63
35.69,35.71
35.73,35.79
35.75,35.88
35.78,35.96
35.82,36.04
35.85,36.12
35.88,36.21
35.92,36.29
35.95,36.37
35.98,36.46
36.02,36.54
36.05,36.63
36.08,36.71
36.11,36.79
36.15,36.88
36.18,36.96
36.21,37.04
36.24,37.13
36.28,37.21
36.31,37.29
36.35,37.38
36.38,37.46
36.42,37.54
36.45,37.62
36.49,37.71
36.53,37.79
36.56,37.87
36.59,37.96
36.63,38.04
36.67,38.13
36.70,38.21
36.75,38.30
36.79,38.38
36.81,38.46
36.85,38.55
36.89,38.63
36.93,38.71
36.96,38.79
37.01,38.88
37.04,38.96
37.08,39.04
37.12,39.13
37.16,39.21
37.19,39.29
37.23,39.37
37.27,39.46
37.31,39.54
37.35,39.63
37.38,39.71
37.42,39.79
37.47,39.87
37.51,39.96
37.54,40.04
37.59,40.12
37.62,40.21
37.66,40.29
37.71,40.37
37.74,40.46
37.78,40.54
37.82,40.62
37.86,40.71
37.90,40.79
37.94,40.88
37.97,40.96
38.01,41.04
38.05,41.12
38.10,41.21
38.14,41.29
38.18,41.38
38.21,41.46
38.26,41.54
38.30,41.62
38.34,41.71
38.37,41.79
38.41,41.88
38.45,41.96
38.50,42.04
38.54,42.13
38.58,42.21
38.62,42.29
38.66,42.37
38.70,42.46
38.75,42.54
38.79,42.63
38.83,42.71
38.87,42.79
38.92,42.88
38.95,42.96
39.00,43.04
39.03,43.13
39.07,43.21
39.11,43.30
39.16,43.38
39.20,43.46
39.24,43.54
39.28,43.63
39.33,43.71
39.37,43.79
39.40,43.88
39.45,43.96
39.49,44.04
39.53,44.13
39.57,44.21
39.62,44.30
39.66,44.38
39.70,44.46
39.75,44.54
39.80,44.63
39.84,44.71
39.88,44.79
39.92,44.88
39.97,44.96
40.01,45.04
40.04,45.12
40.08,45.21
40.13,45.29
40.17,45.38
40.21,45.46
40.03,45.53
39.60,45.51
38.86,45.43
38.01,45.34
37.09,45.26
36.32,45.16
35.51,45.08
34.79,44.99
34.09,44.91
33.43,44.82
32.77,44.74
32.14,44.66
31.52,44.57
30.91,44.49
30.35,44.41
29.76,44.32
29.20,44.23
28.65,44.15
28.13,44.07
27.63,43.98
27.14,43.90
26.67,43.81
26.21,43.73
25.77,43.65
25.34,43.56
24.93,43.48
24.53,43.39
24.14,43.31
23.76,43.23
23.41,43.14
23.06,43.06
22.70,42.97
22.37,42.89
22.03,42.80
21.71,42.72
21.40,42.64
21.08,42.56
20.78,42.48
20.47,42.39
20.18,42.30
19.90,42.22
19.61,42.13
19.31,42.05
19.04,41.97
18.77,41.89
18.51,41.80
18.24,41.72
17.98,41.63
17.72,41.55
17.48,41.46
17.24,41.38
17.00,41.30
16.75,41.21
16.52,41.13
16.28,41.04
16.05,40.96
15.82,40.88
15.59,40.79
15.36,40.71
15.14,40.63
14.92,40.54
14.70,40.46
14.48,40.37
14.26,40.29
14.04,40.21
13.83,40.12
13.62,40.04
13.40,39.95
13.19,39.87
12.98,39.79
12.78,39.71
12.58,39.62
12.38,39.54
12.18,39.45
11.98,39.37
11.79,39.28
11.60,39.20
11.41,39.12
11.22,39.03
11.03,38.95
10.86,38.87
10.68,38.78
10.49,38.70
10.30,38.62
10.12,38.53
9.94,38.45
9.76,38.37
9.58,38.28
9.39,38.20
9.21,38.11
9.04,38.03
8.86,37.95
8.68,37.86
8.51,37.78
8.33,37.69
8.17,37.61
8.00,37.53
7.83,37.44
7.66,37.36
7.49,37.27
7.33,37.19
7.18,37.11
7.02,37.02
6.87,36.94
6.70,36.86
6.56,36.77
6.41,36.69
6.26,36.61
6.11,36.52
5.96,36.44
5.83,36.36
5.69,36.27
5.55,36.19
5.41,36.10
5.27,36.02
5.14,35.94
5.01,35.85
4.89,35.77
4.76,35.68
4.64,35.60
4.52,35.52
4.41,35.43
4.30,35.35
4.18,35.27
4.07,35.18
3.96,35.10
3.86,35.01
3.76,34.93
3.65,34.85
3.55,34.77
3.46,34.68
3.36,34.60
3.27,34.52
3.18,34.43
3.09,34.35
3.00,34.26
2.92,34.18
2.83,34.10
2.75,34.01
2.66,33.93
2.57,33.85
2.49,33.76
2.41,33.68
2.33,33.59
2.24,33.51
2.16,33.43
2.08,33.34
2.00,33.26
1.92,33.17
1.84,33.10
1.76,33.01
1.68,32.92
1.61,32.84
1.53,32.76
1.45,32.67
1.37,32.59
1.30,32.51
1.22,32.42
1.14,32.34
1.06,32.26
0.99,32.17
0.91,32.09
0.84,32.01
0.76,31.92
0.68,31.84
0.61,31.76
0.54,31.67
0.49,31.59
0.42,31.51
0.35,31.42
0.28,31.34
0.21,31.26
0.15,31.17
0.08,31.09
0.02,31.00
-0.05,30.92
-0.12,30.84
-0.18,30.75
-0.25,30.67
-0.31,30.58
-0.38,30.50
-0.44,30.42
-0.50,30.33
-0.57,30.25
-0.63,30.17
-0.70,30.09
-0.77,30.00
-0.84,29.91
-0.91,29.83
-0.99,29.75
-1.06,29.67
-1.13,29.58
-1.21,29.50
-1.28,29.41
-1.35,29.33
-1.43,29.25
-1.50,29.16
-1.58,29.08
-1.66,29.00
-1.73,28.91
-1.80,28.83
-1.89,28.75
-1.96,28.66
-2.04,28.58
-2.12,28.50
-2.20,28.41
-2.28,28.33
-2.36,28.24
-2.44,28.16
-2.51,28.08
-2.60,27.99
-2.68,27.91
-2.76,27.83
-2.85,27.74
-2.92,27.66
-3.01,27.58
-3.09,27.49
-3.17,27.41
-3.26,27.32
-3.34,27.24
-3.43,27.16
-3.52,27.07
-3.60,26.99
-3.68,26.91
-3.76,26.82
-3.85,26.74
-3.93,26.66
-4.02,26.58
-4.10,26.49
-4.19,26.41
-4.27,26.33
-4.35,26.24
-4.43,26.16
-4.51,26.07
-4.59,25.99
-4.66,25.91
-4.74,25.82
-4.82,25.74
-4.89,25.66
-4.96,25.57
-4.59,25.48
-5.01,25.41
-5.18,25.32
-5.24,25.24
-5.39,25.15
-5.43,25.07
-5.54,24.99
-5.59,24.90
-5.72,24.82
-5.79,24.74
-5.88,24.66
-5.96,24.57
-6.05,24.49
-6.14,24.40
-6.22,24.32
-6.30,24.24
-6.39,24.15
-6.46,24.07
-6.54,23.98
-6.63,23.90
-6.71,23.82
-6.77,23.73
-6.87,23.65
-6.94,23.57
-7.02,23.49
-7.09,23.40
-7.17,23.32
-7.24,23.23
-7.32,23.15
-7.39,23.07
-7.47,22.99
-7.54,22.90
-7.61,22.82
-7.68,22.73
-7.76,22.65
-7.83,22.57
-7.89,22.48
-7.96,22.40
-8.03,22.32
-8.09,22.23
-8.17,22.15
-8.23,22.07
-8.30,21.98
-8.37,21.90
-8.43,21.81
-8.50,21.73
-8.56,21.65
-8.63,21.56
-8.69,21.48
-8.75,21.40
-8.82,21.31
-8.87,21.23
-8.93,21.15
-9.00,21.06
-9.05,20.98
-9.12,20.90
-9.17,20.81
-9.23,20.73
-9.28,20.65
-9.34,20.56
-9.40,20.48
-9.45,20.40
-9.50,20.31
-9.56,20.23
-9.61,20.14
-9.67,20.07
-9.73,19.98
-9.77,19.90
-9.83,19.81
-9.87,19.73
-9.93,19.64
-9.98,19.56
-10.03,19.48
-10.08,19.39
-10.13,19.31
-10.17,19.22
-10.22,19.14
-10.27,19.06
-10.32,18.98
-10.36,18.89
-10.41,18.81
-10.46,18.73
-10.51,18.64
-10.55,18.56
-10.59,18.48
-10.64,18.39
-10.69,18.30
-10.74,18.22
-10.78,18.14
-10.82,18.06
-10.87,17.98
-10.92,17.89
-10.96,17.81
-11.00,17.73
-11.05,17.64
-11.09,17.56
-11.14,17.47
-11.18,17.39
-11.23,17.31
-11.27,17.22
-11.31,17.14
-11.36,17.06
-11.40,16.97
-11.44,16.89
-11.49,16.81
-11.53,16.72
-11.58,16.64
-11.62,16.56
-11.67,16.47
-11.71,16.39
-11.75,16.31
-11.80,16.22
-11.84,16.14
-11.89,16.06
-11.93,15.97
-11.98,15.89
-12.03,15.81
-12.07,15.72
-12.11,15.64
-12.16,15.55
-12.20,15.47
-12.25,15.39
-12.29,15.30
-12.33,15.22
-12.38,15.14
-12.42,15.05
-12.47,14.97
-12.52,14.89
-12.56,14.81
-12.60,14.72
-12.65,14.64
-12.69,14.55
-12.74,14.47
-12.78,14.39
-12.83,14.31
-12.87,14.22
-12.91,14.13
-12.96,14.05
-13.00,13.97
-13.05,13.88
-13.09,13.80
-13.14,13.72
-13.18,13.64
-13.22,13.55
-13.27,13.47
-13.31,13.38
-13.36,13.30
-13.41,13.22
-13.44,13.14
-13.49,13.05
-13.53,12.97
-13.58,12.89
-13.62,12.80
-13.67,12.72
-13.71,12.63
-13.76,12.55
-13.80,12.47
-13.85,12.39
-13.89,12.30
-13.94,12.22
-13.98,12.13
-14.02,12.05
-14.07,11.97
